Treatment,Treat,Id,Latitude,Longitude,ACa_KgHa,AK_KgHa,AMg_KgHa,AMo_KgHa,ANa_KgHa,AP_KgHa,AS_KgHa,B,BpH,BulkDens,Ca,CEC,Clay,Cu,Elevation,Fe,K,Loam,Mg,Mn,Mo,Na,OM,OrganicC,OrgC_Clay,OrgC_THa,P,PAWater,pH,S,Sand,Silt,TCa,TCa-TMg_KH,TCa_KgHa,TK,TK_KgHa,TMg,TMg_KgHa,TMo,TMo_KgHa,TNa,TNa_KgHa,TP,TP_KgHa,TS,TS_KgHa,Zn,UKText
Conventional,CON,2047,52.91529241,-2.606656602,5806.819348,403.2053534,421.2560678,0.151541095,84.28976801,82.00267925,70.51384137,1.336332946,6.917977407,1.353891626,2043.248951,13.69138017,23.96482959,5.425405698,335.269681,1074.436203,164.7646658,83.91146368,125.1084036,40.32342432,0.074620003,30.79000825,3.116581554,1.804773622,0.075309262,36.65201838,17.62494588,93.26120834,6.209418987,13.88862349,16.08853632,59.94663409,2138.821937,0.511305421,4343.599664,5476.480751,11121.84214,4183.061337,8495.117569,0.545465838,1.107752446,179.1178234,363.7591816,504.1760157,1023.899528,257.029925,521.9859944,6.706945825,SiClLo
Conventional,CON,2061,52.91528999,-2.605927904,5763.260914,358.4898495,424.5419191,0.154132674,89.3344286,83.98970373,72.98341123,1.24983576,6.910673635,1.372052304,2001.080156,13.64864828,23.14541599,5.331301282,340.8585811,955.7834743,144.5532598,82.83310744,124.4153959,39.97267871,0.074891544,32.20082844,2.759019464,1.598441695,0.069060832,32.89718416,17.81308062,91.11016583,6.197816864,14.18476754,17.16689256,59.68769146,2050.423458,0.493924875,4219.932347,4325.871955,8902.983877,4151.28608,8543.672448,0.540402082,1.112189883,166.4882308,342.645841,507.4594335,1044.391328,258.3466353,531.6976444,6.68101727,SiClLo
Conventional,CON,2062,52.91528982,-2.605875854,5768.195744,351.6310586,424.1480455,0.154090913,89.77000166,83.42274126,72.9223744,1.236690922,6.915563289,1.375018223,1998.473562,13.67725599,22.84921339,5.39430133,341.2465463,948.4491532,141.4817647,82.44330195,124.0318527,39.54997262,0.074709755,32.28803595,2.736917358,1.585687629,0.069397909,32.7052408,17.65467204,90.65405403,6.205584133,14.14233367,17.55669805,59.59408857,2044.959253,0.494704304,4217.784358,4151.015779,8561.58351,4133.700148,8525.869549,0.543792113,1.121586098,165.7075535,341.7763586,505.261285,1042.115211,257.4651377,531.0288843,6.66666718,SiClLo
Conventional,CON,2063,52.91528965,-2.605823804,5776.147407,345.3941347,423.4429671,0.153978202,90.06744736,82.74802049,72.81094242,1.224759062,6.921058445,1.377780123,1997.216863,13.70940628,22.53024734,5.465102887,341.6304662,944.9131101,138.693701,82.02353955,123.5774485,39.04549181,0.074505455,32.33008067,2.72626143,1.579538605,0.070107468,32.64385339,17.47677722,90.20232384,6.214313249,14.09241648,17.97646045,59.49329221,2042.324836,0.496569851,4220.811844,3992.294974,8250.756988,4112.865153,8499.935784,0.547601943,1.131712609,165.3311712,341.6850021,502.7909323,1039.103029,256.4744814,530.0481637,6.64966586,SiClLo
Conventional,CON,2064,52.91528947,-2.605771754,5786.528293,340.0530466,422.5903649,0.15378273,90.22072028,81.96141932,72.64489481,1.214550213,6.927130994,1.38021339,1997.278909,13.7449347,22.20598472,5.543343781,341.9989886,945.0876915,136.3082455,81.59680679,123.1112014,38.52448779,0.074279688,32.32800484,2.726787534,1.579842194,0.071144883,32.70779025,17.28012525,89.7771694,6.22395956,14.03549052,18.40319321,59.39082208,2042.454902,0.499196216,4228.535406,3856.494124,7984.177243,4091.487146,8470.688016,0.551812084,1.142427641,165.349754,342.3269167,500.0610121,1035.286357,255.3797337,528.717792,6.632221443,SiClLo
Conventional,CON,2065,52.9152893,-2.605719704,5798.577302,335.972856,421.7673178,0.153498191,90.22079829,81.07695303,72.42372363,1.206742968,6.933622909,1.382150674,1998.632442,13.78291669,21.89902421,5.626987936,342.3374472,948.8962038,134.483962,81.19284379,122.6992049,38.06002674,0.07403833,32.28272037,2.738264553,1.586465031,0.072444554,32.89100569,17.06969184,89.40763745,6.234272038,13.97314586,18.80715621,59.29381958,2045.292314,0.502208422,4240.353227,3752.64006,7780.070985,4072.596601,8443.413207,0.556312974,1.153362528,165.7551383,343.6478643,497.1425655,1030.688898,254.2093836,527.0335064,6.616806791,SiClLo
Conventional,CON,2066,52.91528913,-2.605667654,5811.182534,333.5275447,421.1160425,0.153134934,90.06764702,80.14445869,72.15652136,1.202032642,6.940148624,1.383413065,2001.149413,13.82109643,21.6370426,5.711067577,342.630974,955.9783471,133.3833214,80.84807345,122.3979456,37.71458954,0.073795715,32.19851134,2.759606716,1.59878057,0.073890901,33.17660892,16.85797009,89.1268936,6.244638207,13.9088892,19.15192655,59.21103086,2050.568642,0.505217548,4255.175174,3689.982036,7657.154037,4058.783487,8422.461154,0.560837298,1.163804467,166.5089733,345.5260337,494.2089242,1025.542624,253.0329401,525.0736127,6.605535313,SiClLo
Conventional,CON,2067,52.91528896,-2.605615605,5822.834889,333.0162815,420.7275919,0.152721,89.77868447,79.24641427,71.86211315,1.200979781,6.94613164,1.383844853,2004.536388,13.85610103,21.45094143,5.7881549,342.8581209,965.5084701,133.137304,80.60316251,122.2468864,37.531853,0.073573276,32.08519503,2.78832591,1.615353039,0.075304529,33.53096982,16.66387002,88.96814024,6.254142295,13.84781693,19.39683749,59.15222108,2057.66876,0.50783348,4271.241483,3675.976591,7630.471925,4051.857238,8410.712674,0.564985365,1.172778133,167.5233754,347.7395411,491.5192535,1020.279583,251.9543332,522.9985606,6.599883506,SiClLo
Conventional,CON,2068,52.91528878,-2.605563555,5831.875981,334.7121949,420.6527529,0.152297093,89.37782804,78.49048406,71.56627614,1.204107504,6.950845463,1.38329875,2008.441409,13.88368001,21.37308657,5.848889477,342.9974756,976.4962492,133.868145,80.50070477,122.2733936,37.54204891,0.073398024,31.9545467,2.821437776,1.634460308,0.076472825,33.91420351,16.51142951,88.9650181,6.261630254,13.79625356,19.49929523,59.1276182,2065.854859,0.509700923,4286.541665,3717.582407,7713.790643,4053.072624,8409.91544,0.568253491,1.179096515,168.6929328,350.0290845,489.40015,1015.479923,251.1045342,521.0288822,6.60087526,SiClLo
Conventional,CON,2069,52.91528861,-2.605511505,5837.461426,338.5783235,420.8415315,0.151896963,88.89204451,77.94643246,71.28920432,1.211364589,6.953858878,1.38177353,2012.584048,13.90131048,21.41452859,5.887715397,343.0273809,988.1526289,135.5638753,80.55524286,122.4632944,37.72969203,0.073285991,31.81594849,2.856564482,1.654730245,0.077271383,34.29693678,16.41508083,89.12493631,6.266417097,13.75801032,19.44475714,59.14071427,2074.539078,0.510746317,4299.814778,3814.118106,7905.371161,4061.779811,8418.689743,0.570342713,1.182126696,169.9336571,352.214744,488.0454663,1011.55246,250.5612814,519.3284195,6.607980309,SiClLo
Conventional,CON,2070,52.91528844,-2.605459455,5839.637646,344.3238622,421.1921114,0.151547384,88.34439267,77.64906835,71.04570784,1.222228501,6.954999528,1.379391674,2016.810857,13.90798403,21.56574307,5.902411938,342.9306712,1000.04584,138.1023964,80.75424258,122.7769507,38.05132747,0.073243583,31.67453427,2.892404885,1.675412021,0.077688583,34.6657409,16.38069412,89.43145724,6.268229032,13.73469367,19.24575742,59.18849952,2083.39974,0.511118076,4310.736384,3958.63278,8190.757647,4076.161341,8433.934525,0.571133533,1.181725261,171.1995902,354.2269341,487.532686,1008.747792,250.3556472,518.007743,6.619715612,SiClLo
Conventional,CON,2071,52.91528827,-2.605407405,5839.123341,351.4135776,421.5770335,0.151268314,87.7594053,77.59953476,70.84539485,1.23571287,6.954340429,1.376391083,2021.02958,13.90412787,21.79983679,5.893919869,342.6881212,1011.916301,141.2532279,81.06231219,123.1570586,38.44421551,0.073268088,31.53339057,2.928176727,1.696054235,0.077801235,35.01650888,16.40593244,89.84684237,6.267182045,13.72582657,18.93768781,59.2624754,2092.243453,0.511102376,4319.617848,4138.005474,8543.270755,4093.589757,8451.57066,0.570676575,1.178211224,172.4631016,356.0650129,487.8289847,1007.165197,250.4744683,517.1262371,6.63393717,SiClLo
Conventional,CON,2072,52.91528809,-2.605355355,5837.49112,359.1583108,421.857035,0.151059969,87.15010091,77.74488926,70.68581006,1.250521134,6.952322674,1.373089492,2025.322842,13.89232267,22.07225194,5.867922396,342.2860029,1023.996493,144.7134078,81.42081316,123.5351842,38.83360743,0.073343104,31.38975308,2.9645806,1.717061164,0.077792749,35.36517961,16.47618492,90.31455496,6.26397682,13.72783745,18.57918684,59.34856122,2101.24342,0.51113612,4327.79289,4334.988974,8928.491713,4110.927284,8467.006583,0.569277652,1.172503743,173.7489373,357.8592601,488.7360682,1006.617539,250.8382253,516.634997,6.648084562,SiClLo
Conventional,CON,2073,52.91528792,-2.605303306,5836.732357,366.7464304,421.9093694,0.15090743,86.52769283,77.99143738,70.55531642,1.265095342,6.949672868,1.369862949,2029.829366,13.87681955,22.3276666,5.833781337,341.7178717,1036.676755,148.1188973,81.75694133,123.8415175,39.143479,0.07344162,31.23898058,3.002792791,1.739111586,0.077890431,35.73516789,16.56736563,90.7653197,6.259767573,13.73476891,18.24305867,59.42927473,2110.690449,0.511685877,4337.034966,4528.859014,9305.874248,4124.973047,8475.971615,0.567440522,1.165973621,175.0986453,359.79172,489.9272914,1006.699867,251.3159275,516.4025664,6.65954588,SiClLo
Conventional,CON,2074,52.91528775,-2.605251256,5838.386661,373.4211379,421.6540363,0.150795324,85.91169722,78.24999391,70.44229042,1.277957168,6.94708776,1.367056296,2034.573229,13.86169496,22.51844324,5.800473889,340.9804984,1050.024833,151.1242619,82.00800523,124.0206712,39.31376925,0.073537729,31.08026752,3.043017461,1.762323313,0.07826133,36.1379277,16.65641623,91.13705762,6.255661101,13.7409197,17.99199477,59.489562,2120.635015,0.513074965,4348.541172,4699.950474,9637.645328,4133.187463,8475.449915,0.565648249,1.159909501,176.5194368,361.9680111,491.0894289,1007.020343,251.7819657,516.3001821,6.66624883,SiClLo
Conventional,CON,2106,52.91526353,-2.607437634,5808.7677,385.9286637,437.1032189,0.14847727,85.70716595,74.91761706,66.53339579,1.302458692,6.969222008,1.361274804,2032.848782,13.99119493,23.36783034,6.085659455,329.7073564,1045.172658,156.8494223,83.12580689,129.1107527,43.79301077,0.072714816,31.13796148,3.028395345,1.753885591,0.07505556,35.81280398,16.01481037,92.21099293,6.290821597,13.0335468,16.87419311,59.75797655,2117.020054,0.484824042,4322.769091,5025.876335,10262.39824,4366.573994,8916.160739,0.580994078,1.1863389,176.0029633,359.3825991,481.1389566,982.4435086,247.7916454,505.9687854,6.856691837,SiClLo
Conventional,CON,2107,52.91526335,-2.607385584,5801.160234,387.7892525,437.3495692,0.148878754,85.76963085,75.87860457,66.89034973,1.306146722,6.962619602,1.360363468,2031.546522,13.95256649,23.54276784,6.000591689,330.0481136,1041.508414,157.7111875,83.35602633,129.270062,44.01519436,0.072960282,31.18153056,3.017353081,1.74751363,0.074227195,35.65880555,16.23110273,92.40808557,6.280333602,13.11225052,16.64397368,59.81325849,2114.290125,0.483390226,4314.304571,5074.935498,10355.63528,4373.87852,8925.096831,0.576416584,1.176204094,175.6129351,358.3461321,484.1070748,987.8423689,248.9819147,508.0588517,6.862652318,SiClLo
Conventional,CON,2108,52.91526318,-2.607333534,5794.385306,388.1514846,437.5604785,0.149261544,85.93523596,76.68815747,67.23349784,1.306907839,6.957193342,1.360100427,2029.566404,13.92081929,23.65615191,5.930677822,330.3906443,1035.936844,157.8890343,83.50524087,129.3574144,44.16178079,0.073162021,31.24777836,3.000563058,1.737824914,0.07346186,35.45424612,16.40744579,92.50693004,6.271713929,13.18206538,16.49475913,59.84908896,2110.139202,0.481999827,4305.001846,5085.060084,10374.28859,4377.883735,8931.542308,0.57265452,1.168301486,175.019888,357.0669367,486.5464548,992.6280616,249.9601505,509.9563613,6.865920567,SiClLo
Conventional,CON,2109,52.91526301,-2.607281484,5789.032799,387.1274827,437.5725163,0.149622281,86.17716072,77.34717598,67.56122781,1.304953682,6.952939508,1.360446724,2027.175469,13.89593155,23.70258778,5.875869898,330.7345913,1029.209337,157.4324153,83.56635092,129.3280448,44.1847745,0.073320171,31.32777065,2.980289596,1.726126071,0.072824372,35.2245384,16.54423058,92.50721971,6.264956667,13.24294961,16.43364908,59.86376314,2105.127085,0.481002911,4295.86987,5059.06536,10323.88335,4376.537103,8931.068348,0.569705307,1.162580578,174.303801,355.6965526,488.4587702,996.7832009,250.7270237,511.6511373,6.864821717,SiClLo
Conventional,CON,2110,52.91526284,-2.607229435,5785.445574,385.1819815,437.2183178,0.149962419,86.44592178,77.89186983,67.87600074,1.301191542,6.94956555,1.361210653,2024.782341,13.87619167,23.69219212,5.832398613,331.0801123,1022.475657,156.5533329,83.55267013,129.1508368,44.05046166,0.073445609,31.40783633,2.959997532,1.714416495,0.072362088,35.00522994,16.65138805,92.43266273,6.259597097,13.29718279,16.44732987,59.86047801,2100.110368,0.480749164,4288.038908,5009.020355,10227.4978,4368.411899,8919.493218,0.567366118,1.158457205,173.5870569,354.4328266,489.9755364,1000.439879,251.3352746,513.1803797,6.858191565,SiClLo
Conventional,CON,2111,52.91526267,-2.607177385,5783.846707,382.9403648,436.340021,0.150286447,86.68209953,78.37576691,68.18259046,1.296842062,6.946635696,1.362131687,2022.854051,13.85905009,23.64231103,5.794649333,331.4279802,1017.049917,155.5370096,83.48702614,128.8042423,43.73511206,0.073554536,31.47235017,2.94364697,1.70498137,0.072115681,34.83613724,16.74350435,92.31796705,6.254942992,13.34821317,16.51297387,59.8447151,2096.068092,0.48157574,4282.681149,4951.162406,10116.2028,4352.52011,8893.058339,0.56533483,1.155090728,173.0095322,353.492649,491.2926548,1003.807939,251.863463,514.6068055,6.845223892,SiClLo
Conventional,CON,2112,52.91526249,-2.607125335,5784.032838,381.0714456,434.8816865,0.150595823,86.83506939,78.84993545,68.48437076,1.293208073,6.943716353,1.362924621,2021.742237,13.84197001,23.57808938,5.757035477,331.7791216,1013.921544,154.6878718,83.40250982,128.2990667,43.24940801,0.073663073,31.50954757,2.934219561,1.699541265,0.072081382,34.74519952,16.8350014,92.20516851,6.250305584,13.39949296,16.59749018,59.82442044,2093.737396,0.483613919,4280.40937,4902.822106,10023.26544,4329.357184,8850.881248,0.563310829,1.151625298,172.676543,353.0176679,492.6050481,1007.075323,252.3897566,515.98232,6.826322984,SiClLo
Conventional,CON,2113,52.91526232,-2.607073285,5785.454018,380.2299603,432.9096993,0.15088554,86.86538566,79.35191498,68.7811805,1.291562267,6.94045748,1.363304295,2021.67581,13.82290344,23.52926524,5.715046982,332.1346619,1013.734633,154.3033039,83.33825678,127.6817211,42.64219873,0.073784232,31.51176999,2.933656303,1.699216236,0.07221714,34.74823189,16.93745915,92.13922569,6.245128828,13.4538182,16.66174322,59.80899154,2093.598144,0.486764301,4281.317014,4880.929163,9981.287538,4301.051125,8795.462209,0.561051429,1.147325735,172.6566479,353.0753246,494.0700779,1010.351789,252.9772602,517.3274781,6.803225289,SiClLo
Conventional,CON,2114,52.91526215,-2.607021235,5787.602517,380.7504863,430.6101999,0.151142541,86.75935174,79.88000099,69.06707352,1.292555314,6.93680948,1.363120772,2022.698872,13.80156024,23.51433554,5.668044859,332.4958446,1016.61328,154.5353445,83.31860915,127.0206092,41.98622821,0.073919858,31.47754193,2.942331157,1.704222078,0.072475876,34.84590772,17.05247327,92.14560262,6.239333941,13.51155866,16.68139085,59.80427361,2095.742789,0.490721423,4285.125795,4894.138928,10006.95365,4270.738331,8732.298199,0.558522246,1.141999913,172.9630559,353.6543015,495.7100393,1013.568978,253.6349145,518.6025309,6.778490101,SiClLo
Conventional,CON,2115,52.91526198,-2.606969185,5790.03681,382.7236633,428.2543868,0.151348538,86.52183437,80.40464,69.33211819,1.296369835,6.93294009,1.362327352,2024.728145,13.77892175,23.54281147,5.618190247,332.8638831,1022.323161,155.4266665,83.35608375,126.399268,41.37098888,0.074063716,31.40964956,2.959537984,1.714151312,0.072809966,35.02852826,17.17446777,92.2346977,6.233187372,13.57130856,16.64391625,59.81327228,2099.996756,0.495019676,4291.324531,4944.88072,10104.81939,4242.249066,8668.997906,0.555839571,1.135853176,173.570825,354.6904237,497.4495276,1016.533647,254.3324809,519.726143,6.75524291,SiClLo
Conventional,CON,2116,52.91526181,-2.606917136,5792.294415,385.9803397,426.105697,0.151494093,86.18021418,80.89630513,69.5700205,1.302690905,6.929059343,1.360986264,2027.513514,13.75621681,23.6160711,5.568189315,333.2399102,1030.160512,156.9036823,83.45249413,125.8890086,40.87338707,0.074207995,31.31646086,2.983155979,1.727780123,0.073161201,35.27227524,17.29651452,92.40196206,6.227022763,13.63129515,16.54750587,59.83642303,2105.835728,0.49914887,4299.020251,5028.965285,10266.52901,4218.853041,8612.70156,0.553149022,1.129242331,174.4050456,356.0443073,499.1941211,1019.094513,255.0320947,520.6427667,6.736151794,SiClLo
Conventional,CON,2117,52.91526163,-2.606865086,5794.34206,390.1691461,424.3632319,0.15156951,85.76495387,81.31120751,69.77339613,1.310848148,6.925506121,1.359244109,2030.829866,13.73542812,23.723171,5.522408328,333.6247138,1039.491919,158.8097485,83.59343863,125.5349066,40.54248333,0.074340098,31.20550735,3.011276338,1.744007034,0.073514921,35.55796929,17.40750798,92.62726765,6.22137843,13.68866626,16.40656137,59.87026764,2112.787799,0.502731461,4307.691552,5137.47513,10474.6242,4202.617028,8568.573653,0.550685548,1.12277413,175.398296,357.6136508,500.7914755,1021.046794,255.6726629,521.282341,6.722903235,SiClLo
Conventional,CON,2118,52.91526146,-2.606813036,5796.61202,394.7228737,423.1200574,0.151567941,85.3114749,81.595179,69.93531479,1.319741376,6.922732237,1.357347055,2034.46489,13.71919907,23.83905539,5.486668623,334.0186866,1049.719991,160.8877888,83.74594361,125.3420873,40.3844085,0.074443226,31.08389218,3.042098816,1.761793207,0.07390365,35.87047232,17.49271603,92.87224006,6.216972086,13.7396086,16.25405639,59.90688823,2120.407902,0.505608285,4317.194134,5255.775236,10700.86656,4193.776023,8538.614304,0.548762395,1.117291532,176.486989,359.3311422,502.0384774,1022.160674,256.1727333,521.5729578,6.715688991,SiClLo
Conventional,CON,2119,52.91526129,-2.606760986,5799.783766,399.1231584,422.322929,0.151488543,84.84398162,81.70915634,70.05220507,1.328352857,6.921091177,1.355525062,2038.314161,13.70959778,23.93639308,5.465524622,334.4216708,1060.550904,162.8999946,83.87404096,125.2741094,40.36028395,0.074504238,30.95510905,3.074737962,1.780627692,0.074389975,36.20528195,17.54069619,93.09825485,6.214365245,13.78107166,16.12595904,59.93764788,2128.477132,0.507909867,4327.806147,5370.327472,10919.42022,4190.659156,8520.815271,0.547624637,1.11347838,177.6398492,361.1929016,502.7762174,1022.288645,256.4685805,521.4743828,6.713145632,SiClLo
Conventional,CON,2133,52.91525887,-2.606032289,5768.789119,370.1218823,423.3913947,0.153928613,88.19790085,84.4097565,72.69092566,1.272141832,6.906307055,1.367271973,2010.002619,13.6231009,23.44488105,5.275040701,340.0692801,980.8891154,149.7654186,83.22720637,124.5120347,40.00430525,0.075053886,31.90231407,2.834675756,1.642099311,0.070040846,33.67794546,17.96475868,91.73123364,6.190880504,14.17731602,16.77279363,59.78232532,2069.127625,0.497899059,4243.590315,4622.593313,9480.513418,4155.717088,8522.993251,0.537374701,1.102106052,169.1605167,346.9326501,509.4224338,1044.778524,259.1338341,531.4596428,6.684632965,SiClLo
Conventional,CON,2134,52.9152587,-2.605980239,5767.386559,362.9902481,423.7177026,0.15404137,88.83853657,84.1463007,72.74598914,1.258429513,6.909207159,1.370241999,2005.158268,13.64006843,23.23186146,5.312406676,340.4400706,967.2582911,146.561323,82.94687053,124.3379059,39.82116964,0.074946065,32.06438907,2.793599027,1.618395901,0.069662773,33.26391053,17.86987048,91.32766761,6.195487351,14.15730247,17.05312948,59.71500906,2058.972409,0.496409093,4231.935705,4440.18836,9126.198862,4147.733066,8525.097072,0.539385364,1.108632719,167.7096292,344.7041665,508.1186894,1044.368353,258.6110088,531.5394987,6.678118017,SiClLo
Conventional,CON,2135,52.91525853,-2.605928189,5769.471351,355.8521365,423.6123705,0.154084969,89.37927065,83.73625942,72.74884854,1.244737511,6.913089054,1.373274313,2001.453921,13.66278008,22.96800164,5.362422401,340.8075189,956.8351581,143.3619749,82.59962845,124.0325156,39.49004646,0.074801743,32.18832357,2.762188732,1.600270527,0.069673912,32.96415613,17.74352536,90.88619465,6.201653784,14.12659711,17.40037155,59.63162681,2051.206982,0.496212068,4225.304789,4258.053672,8771.213598,4133.730544,8515.11896,0.542076709,1.11663003,166.6001737,343.1816087,506.3735797,1043.084745,257.9111881,531.2742146,6.666691983,SiClLo
Conventional,CON,2136,52.91525836,-2.605876139,5774.939595,348.9428821,423.0995508,0.154060795,89.80396673,83.19759709,72.70178279,1.231514776,6.917785934,1.376271724,1998.987737,13.69025993,22.66300558,5.422938684,341.1660716,949.8959182,140.2722782,82.19825068,123.6125574,39.02938797,0.074627121,32.27083343,2.74127721,1.588203491,0.07007912,32.78699336,17.59098862,90.42208231,6.209114829,14.08671103,17.80174932,59.5352451,2046.03712,0.497277818,4223.854553,4082.161298,8427.244753,4114.474941,8493.953284,0.545333089,1.125789765,165.8615496,342.4058412,504.2620928,1041.00249,257.0644435,530.6857874,6.650979445,SiClLo
Conventional,CON,2137,52.91525818,-2.60582409,5783.510454,342.597627,422.2983794,0.153957699,90.09294495,82.53062359,72.60073227,1.219393691,6.923229814,1.379090925,1997.862042,13.72211022,22.33216534,5.493079587,341.5087896,946.7284861,137.4399992,81.76286171,123.1262716,38.49235617,0.074424727,32.30849525,2.731732097,1.582695464,0.070870668,32.74021428,17.41429422,89.958058,6.217762493,14.03837479,18.23713829,59.43069637,2043.677324,0.499410645,4227.625278,3920.923373,8110.964763,4092.178138,8465.228601,0.549107369,1.135903484,165.5244028,342.4098028,501.8147911,1038.072337,256.083031,529.7426762,6.632785291,SiClLo
Conventional,CON,2138,52.91525801,-2.60577204,5794.534336,337.1777713,421.3807987,0.153762231,90.23455842,81.73411199,72.44074521,1.209050076,6.929358018,1.381569397,1998.079239,13.75796426,21.99665286,5.572037546,341.8209954,947.3396251,135.0230534,81.32132404,122.6383368,37.95025161,0.074196891,32.3012286,2.733573775,1.583758209,0.071999964,32.82107811,17.21528812,89.52204536,6.227497211,13.98231033,18.67867597,59.32467118,2044.132634,0.502267866,4236.166637,3783.329828,7840.399066,4069.805721,8434.078555,0.553356095,1.14674977,165.5894535,343.1599822,499.0598516,1034.228728,254.9782502,528.4052211,6.614529437,SiClLo
Conventional,CON,2139,52.91525784,-2.60571999,5807.225139,333.1236301,420.5208806,0.153469575,90.21414728,80.83037999,72.22226288,1.201302366,6.935947043,1.383507651,1999.649918,13.79651441,21.68176118,5.65693291,342.085001,951.7591327,133.2126811,80.90692354,122.2166048,37.4779149,0.073951922,32.24867919,2.746892039,1.59144354,0.073400105,33.0266147,17.00108767,89.14759966,6.23796395,13.92060975,19.09307646,59.22516236,2047.425249,0.505478589,4248.942746,3680.267709,7637.5178,4050.468788,8405.781839,0.557924312,1.157838833,166.0598732,344.6176576,496.0977488,1029.532547,253.7903931,526.6814259,6.598750534,SiClLo
Conventional,CON,2140,52.91525767,-2.60566794,5820.502539,330.8436806,419.8482315,0.15309255,90.02782698,79.87669644,71.95567847,1.196907801,6.942560367,1.384712647,2002.477734,13.83520672,21.41568529,5.742141333,342.2835311,959.7159203,132.1858229,80.55676509,121.9149274,37.13481191,0.07370605,32.15407036,2.770869959,1.605280047,0.074958145,33.34277373,16.78587899,88.86937497,6.248469287,13.85715728,19.44323491,59.1410798,2053.353203,0.508679243,4264.956222,3621.810021,7522.749209,4036.636506,8384.372428,0.562509376,1.16837077,166.9068068,346.6769493,493.124723,1024.25406,252.5981557,524.6637909,6.587463415,SiClLo
Conventional,CON,2141,52.91525749,-2.60561589,5832.920985,330.6210437,419.4340863,0.152663772,89.69247538,78.96376011,71.66208001,1.196395055,6.948574727,1.385036196,2006.281375,13.8703947,21.22777582,5.8196325,342.3933439,970.4184404,132.0660119,80.3094744,121.7662168,36.95734903,0.073482447,32.02681385,2.803122192,1.623891263,0.076498418,33.73722267,16.59015139,88.71884098,6.258023164,13.79739249,19.6905256,59.08169859,2061.326779,0.511518587,4282.518301,3614.989338,7510.336622,4029.817943,8372.165572,0.566679174,1.177306751,168.0460008,349.1246905,490.4209616,1018.876175,251.5138982,522.5337792,6.58189948,SiClLo
Conventional,CON,2142,52.91525732,-2.605563841,5842.93279,332.6562589,419.3047847,0.152228887,89.23487286,78.20416716,71.36947201,1.200150732,6.953246775,1.384363087,2010.702192,13.89772927,21.14640204,5.879828834,342.3928718,982.8575439,132.9435839,80.20238573,121.7878664,36.96477718,0.073308748,31.8789088,2.84060765,1.645522322,0.077815712,34.17000543,16.43855111,88.72420868,6.265444763,13.74773669,19.79761427,59.05598369,2070.594141,0.513691747,4299.681146,3664.948359,7610.428837,4030.810605,8370.158118,0.569918337,1.183460863,169.3700395,351.7044461,488.3206381,1014.019599,250.6716302,520.5308279,6.58270949,SiClLo
Conventional,CON,2143,52.91525715,-2.605511791,5849.750957,336.8174225,419.3974847,0.15182542,88.68827628,77.66873933,71.09957893,1.207946893,6.956154042,1.382732694,2015.422101,13.9147387,21.17875053,5.917287101,342.2621895,996.1382196,134.7652777,80.24495665,121.9584243,37.13365953,0.073200661,31.72099717,2.880629201,1.668616839,0.078787313,34.60876586,16.34525409,88.88684425,6.270062989,13.71189659,19.75504335,59.06620612,2080.48849,0.515146976,4315.139183,3768.654993,7816.563707,4038.630892,8376.520461,0.571933966,1.18624769,170.7836566,354.2222184,487.0136734,1010.114593,250.1475137,518.8307183,6.589090831,SiClLo
Conventional,CON,2144,52.91525698,-2.605459741,5853.404567,342.7133835,419.6071545,0.151482466,88.08468408,77.39005757,70.86795054,1.219073067,6.957152561,1.3803093,2020.221549,13.92058069,21.31236415,5.93015238,341.9874317,1009.642697,137.3650804,80.42079347,122.2336232,37.41554338,0.073163537,31.56042447,2.921325181,1.692100537,0.079395253,35.03433162,16.3152002,89.18476901,6.271649148,13.69122134,19.57920653,59.10842932,2090.549576,0.516025928,4328.407533,3916.658344,8109.299907,4051.249102,8387.96522,0.572626246,1.185601999,172.2210955,356.5775697,486.5647882,1007.414853,249.9675025,517.5487027,6.599387269,SiClLo
Conventional,CON,2145,52.9152568,-2.605407691,5854.535757,349.7270162,419.8096526,0.151221221,87.45779395,77.36613919,70.68444799,1.232386558,6.956345868,1.377364214,2024.932445,13.91586101,21.51885176,5.919758659,341.5553272,1022.898013,140.4759836,80.69253317,122.5540985,37.74552968,0.073193529,31.40281438,2.96127031,1.715150954,0.079704576,35.43581318,16.34503224,89.5763441,6.270367707,13.68496868,19.30746683,59.17368141,2100.425032,0.516589849,4339.575408,4093.757978,8457.893607,4065.943292,8400.427177,0.57206696,1.181916838,173.6320132,358.7317821,486.9274378,1006.014641,250.1129316,516.744902,6.611377702,SiClLo
Conventional,CON,2146,52.91525663,-2.605355641,5854.563534,357.1432098,419.8760365,0.151040993,86.82732083,77.54062579,70.54596626,1.246538007,6.954198729,1.37422388,2029.569387,13.90329883,21.75506499,5.892094149,340.9598056,1035.945239,143.7826887,81.00339206,122.8535789,38.0513272,0.073273356,31.24767854,3.000588357,1.737839513,0.079882065,35.82270837,16.41933117,90.00515713,6.266956953,13.68936892,18.99660794,59.24832707,2110.145457,0.517233736,4349.718416,4282.004356,8826.64896,4079.674838,8409.579879,0.570578333,1.176153557,175.0207816,360.7766064,487.8926863,1005.710671,250.5000138,516.3646514,6.622582621,SiClLo
